,cid,SMILES,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,PSA,Estate,MR,Polar,B,Br,C,Cl,F,Fe,H,N,O,P,S,Si,Charged acceptor groups,Charged amidines,Charged amines,Charged donor groups,Charged imidazoles,Charged imines,Charged NH-imidazoles,Donor groups,H-N,H-O,I,Neutral acceptor groups,Neutral donor groups,Acceptor groups,Aliphatic carbons,Amide hydrogens,Amine or amide hydrogens,Aromatic basic nitrogens,Aromatic carbons,Catch for R-CN4,Charged 4-methoxypyridines,Charged pyridines,Divalent oxygens,Heteroaromatic atoms,Imines hydrogens,N-Pyrrole H,Neutral amines,Neutral imidazoles,Reactive groups,t-Butyls,Tetrazoles,Tribromomethyls,Trichloromethyls,Trifluoromethyls,Triiodomethyls,"1,2-Dicarbonyls",Acyl halides,Alcohols,Aldehydes,Aliphatic esters,Aliphatic ketones,Aliphatic thioesters,Alkyl halides,Alkyl halides wo fluorine,Alkyl sulfonates,Anhydrides,Aromatic N-oxides,Aziridines,beta-Heterosubstituted carbonyls,Carbon Thiols,Carbonyls,Catch for uncharged guanine H,Charged N-O,Diazos,Disulfides,Epoxides,Ethers,Formates,Guanidines,Halopyrimidines,Imines,Imines N donors,Imines NH,Michael acceptors,Neutral carbonyls,Neutral halophosphoric acids,Neutral N-O,Neutral NR3-O,Neutral P(=O)2-R2,Neutral P=O-R3,Neutral sulfenes,Neutral sulfones,Nitriles,Nitros,P=O,Perhalomethylketones,Peroxides,Phosphonate esters,R-N-S-R,R-S-O-R,S=O,Sulfenyl halides,Sulfinyl halides,Sulfonyl halides,Sulphonate esters,Tertiary amines or amides,Thiols,Thiones,Amidines,Aromatic carboxylate bioisosteres,Carboxylic acids or carboxylates,Charged C-PO3-,Charged carboxylic acids,Charged halophosphoric acids,Charged hydroxamic acids,Charged O-PO3,Charged phosphonamides,Charged phosphonic acids,Charged phosphoric acids,Charged phosphorylamides,Charged sulfenic acids,Charged sulfonamides,Charged sulfonic acids,Charged sulfuric acids,Hydroxamates,Acetylhydrazides,Acidic hydrogens,Charged 2-aminopyridines,Charged 2-nitrophenols,"Charged 3,5-nitrophenols",Charged 4-aminopyridines,Charged 4-nitrophenols,Charged alkylthiols,Charged anilines,Charged dialkyl anilines,Charged diaminobenzenes,Charged enamines,Charged guanidines,Charged tetrazoles,Actinide series,Alkali metals,Alkaline-earth metals,Lanthanide series,Neutral pyridines,Nitroalkanes,Noble gases,Other metals,Phosphines,Silyl enol ethers,Toxic nonmetals,Transition metals,Azides,Carbodiimides,carbons,Diazoniums,Iron binding groups,Isocyanates,Isonitriles,Isothiocyanates,Metals,Phosphinyl halides,Phosphonyl halides,sp3carbon,Molecular weight,Num aliphatic rings,Num aromatic rings,Num atoms,Num chiral centers,Num heavy atoms,Num heteroaromatic rings,Num molecules,Num negative atoms,Num positive atoms,Num residues,Num rings,Num rotatable bonds,Percent helix,Percent loop,Percent strand,Total charge,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm
824,10586,CCCCCC(\C=O)=C/c1ccccc1,202.2921,4.2208,1,0,6,15,0,0,1,35.266999999999996,32.334,64.8956,28.272,0,0,14,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,202.29896000000002,0,1,33,0,15,0,1,0,0,1,1,6,0,0,0,0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,202.296,4.0089999999999995,498.18,236.986,69.98100000000001,191.21400000000003,0.0,828.09,0.0,2.0,0.0194107,0.0,0.8560456,24.318,7.669,8.584,3.12,3.487,-3.483,-2.801,-4.773,2149.161,-0.495,1131.08,-1.464,9.503,0.611,1.0,0.19,3.0,100.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,0.0,15.0,2.352211383
825,10587,O=C\C=C\C=C\CC,110.1537,1.7347,1,0,3,8,0,0,0,38.38,20.5,36.9591,13.321,0,0,7,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,110.15715,0,0,18,0,8,0,1,0,0,1,0,3,0,0,0,0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,110.155,5.265,359.494,227.263,84.66799999999999,47.563,0.0,539.184,0.0,2.0,0.0514114,0.0,0.8911773999999999,13.31,3.9419999999999997,5.1739999999999995,2.571,1.301,-1.092,-0.485,-3.52,1559.517,-0.38799999999999996,799.7410000000001,-2.528,9.609,0.802,1.0,-0.522,3.0,91.712,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.22089081
826,10588,C1CC(C)CCC1=O,112.1696,1.4262,1,0,0,8,0,0,1,29.645,18.0,32.796,12.931,0,0,7,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,112.17308999999999,1,0,20,0,8,0,1,0,0,1,1,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,112.171,4.107,325.692,270.842,54.85,0.0,0.0,501.775,0.0,2.0,0.033611800000000004,0.0,0.9376279000000001,13.927,3.47,5.142,2.846,1.215,-1.393,-0.563,-2.541,2990.617,0.14800000000000002,1616.557,-2.53,10.481,-0.76,2.0,-0.46,3.0,96.27,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,5.0,8.0,15.0535902
827,10589,CCOC(=O)C(=O)CC(=O)CC,172.1785,0.544,4,0,6,12,0,0,0,88.289,38.001,42.0289,16.349,0,0,8,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,172.18243999999999,0,0,24,0,12,0,1,0,0,1,0,6,0,0,0,0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,-1.0,172.18,2.971,437.73400000000004,305.197,132.537,0.0,0.0,683.8430000000001,0.0,6.0,0.012909700000000001,0.0,0.8575492,18.003,5.257000000000001,8.5,6.481,-0.083,-0.557,0.054000000000000006,-3.8369999999999997,548.336,-0.9390000000000001,258.399,-3.4819999999999998,10.802,0.48,2.0,-1.214,3.0,75.485,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.747332
828,10589,CCOC(=O)/C([O-])=C/C(=O)CC,171.1705,-0.1068,3,0,5,12,0,0,0,81.64399999999999,40.501,41.7049,15.958,0,0,8,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,171.17446999999999,0,0,23,0,12,0,1,1,0,1,0,5,0,0,0,-1,2.0,0.0,0.0,0.0,0.0,6.0,2.0,-2.0,172.18,0.971,439.98199999999997,286.145,138.781,15.056,0.0,677.9739999999999,0.0,3.75,0.0013914,0.0,0.8482786,17.27,5.278,6.869,4.194,0.9490000000000001,-1.615,-0.99,-4.059,478.45599999999996,-1.084,222.99599999999998,-3.448,10.094,0.8759999999999999,1.0,-0.672,3.0,80.467,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.4903601999999998
829,10590,OCC[C@@H](SC)CCC,148.2663,1.6756,2,1,5,9,1,1,0,22.274,19.166,43.888000000000005,17.256,0,0,7,0,0,0,16,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,148.26897,0,0,25,1,9,0,1,0,0,1,0,6,0,0,0,0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,148.263,1.63,387.73400000000004,314.577,43.45,0.0,29.706,621.5830000000001,1.0,2.2,0.0042726000000000005,0.005674,0.9084431000000001,14.869000000000002,4.817,6.472,3.266,2.407,-1.79,-1.359,-3.013,3835.8379999999997,-0.076,3077.264,-1.744,8.826,-0.43200000000000005,1.0,-0.36,3.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.62551624
830,10591,CC(=O)[C@H](C)O,88.1051,-0.4318,2,1,1,6,1,1,0,50.146,20.0,22.3903,8.837,0,0,4,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,88.10716,0,0,14,1,6,0,1,0,0,1,0,2,0,0,0,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.0,88.10600000000001,4.434,277.187,179.585,97.602,0.0,0.0,403.07,1.0,3.7,0.0487851,0.013348400000000002,0.9520218,8.693,3.056,6.063,5.718,-0.18600000000000003,0.035,-0.052000000000000005,-2.3080000000000003,1175.8310000000001,-0.275,589.365,-3.1260000000000003,10.537,-0.521,1.0,-0.892,3.0,80.808,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,47.75920117
831,10592,O1CCOC1/C=C/c2ccccc2,176.2118,1.9892,2,0,2,13,0,0,2,17.066,27.0,51.7558,23.180999999999997,0,0,11,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,176.21708999999998,1,1,25,0,13,0,1,0,0,1,2,2,0,0,0,0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,-2.0,176.215,1.504,396.023,175.549,0.0,220.47400000000002,0.0,644.525,0.0,3.4,0.0035107,0.0,0.9111814,20.461,5.894,7.75,5.08,1.87,-1.605,-1.605,-4.021,9906.038,-1.011,5899.293000000001,-0.551,9.1,0.152,0.0,-0.505,3.0,100.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,11.0,3.0,13.0,1231.54325
832,10593,CCOc(c1)ccc(c12)cccc2,172.2231,3.0708,1,0,2,13,0,0,2,7.659,26.000999999999998,53.7194,26.363000000000003,0,0,12,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,172.22884,0,2,25,0,13,0,1,0,0,1,2,2,0,0,0,0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,172.226,1.025,420.015,140.601,0.0,279.414,0.0,666.717,0.0,0.75,0.0015762,0.0,0.8787417,21.912,6.268,6.8260000000000005,2.928,3.8939999999999997,-4.064,-4.112,-4.827,9906.038,0.131,5899.293000000001,-0.34299999999999997,8.501,0.614,1.0,0.268,3.0,100.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,10.0,0.0,13.0,6.041221022999999
833,10594,CC(C)[C@H]1C[C@@H](O)[C@H](C)CC1,156.2652,2.7794,1,1,1,11,3,3,1,21.426,21.831999999999997,47.4447,18.987000000000002,0,0,10,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,156.2703,1,0,31,3,11,0,1,0,0,1,1,2,0,0,0,0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,156.267,2.0540000000000003,405.41900000000004,363.273,42.146,0.0,0.0,669.6519999999999,1.0,1.7,0.0063016999999999995,0.004193199999999999,0.9130488999999999,19.361,5.14,7.7989999999999995,3.679,2.781,-2.656,-1.635,-2.9389999999999996,3946.6740000000004,0.106,2181.752,-2.104,10.957,-2.872,1.0,0.019,3.0,100.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,6.0,11.0,2.44298695
834,10595,c1cc(O)c(OC)cc1CNC(=O)CCCCCCCC,293.4012,4.0776,3,2,10,21,0,0,1,67.346,47.668,84.3654,36.594,0,0,17,0,0,0,27,1,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,2,2,17,1,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,10,293.40963999999997,0,1,48,0,21,0,1,0,0,1,1,12,0,0,0,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,-2.0,293.405,6.277,672.216,477.167,94.823,100.227,0.0,1128.361,2.0,4.0,0.0349173,0.0084152,0.7797489000000001,32.897,10.547,15.414000000000001,8.728,3.318,-4.383,-3.228,-4.199,836.097,-1.139,629.312,-1.858,8.727,-0.239,4.0,0.03,3.0,100.0,0.0,21.914,4.0,0.0,0.0,6.0,0.0,6.0,0.0,21.0,0.168421966
835,10596,COC(=O)CCCCCCCCCCCCC,242.3975,5.7062,2,0,13,17,0,0,0,36.497,34.167,72.6507,29.022,0,0,15,0,0,0,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,14,242.40515,0,0,47,0,17,0,1,0,0,1,0,13,0,0,0,0,3.0,0.0,0.0,0.0,0.0,12.0,1.0,-1.0,242.40099999999998,2.573,655.7280000000001,601.6709999999999,54.056999999999995,0.0,0.0,1086.751,0.0,2.0,0.0060896,0.0,0.7795814999999999,29.633000000000003,8.676,9.482000000000001,0.988,5.037,-5.642,-3.293,-5.099,3042.847,-0.753,1647.095,-1.364,11.059000000000001,-0.9940000000000001,1.0,0.728,3.0,100.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.023902653
836,10597,CC(C)(S)[C@H](C1=O)CC[C@H](C)C1,186.3143,2.3518,1,1,1,12,2,2,1,23.686,26.305,54.328,21.436,0,0,10,0,0,0,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,186.31836,1,0,30,2,12,0,1,0,0,1,1,2,0,0,0,0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,186.312,3.094,412.934,330.27099999999996,28.771,0.0,53.891999999999996,695.0089999999999,0.0,1.5,0.013772,0.0,0.9189212,20.375999999999998,5.507000000000001,6.912999999999999,1.964,3.105,-3.1660000000000004,-2.369,-2.844,5285.251,0.348,5903.634,-1.858,9.247,-0.33799999999999997,3.0,0.149,3.0,100.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,5.0,12.0,1.763211615
837,10598,n1ccnc(c12)CCCC2,134.1784,1.0562,2,0,0,10,0,0,2,24.840999999999998,19.334,38.7896,17.758,0,0,8,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,4,134.1823,1,1,20,0,10,1,1,0,0,1,2,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,134.18,1.3130000000000002,344.75300000000004,194.858,41.875,108.02,0.0,535.898,0.0,2.0,0.0032189999999999996,0.0,0.9255039,16.324,4.381,5.655,3.5380000000000003,1.6540000000000001,-1.703,-1.335,-3.253,3970.059,0.23800000000000002,2195.729,-1.911,9.908,0.31,4.0,-0.361,3.0,100.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,10.0,4.0,10.0,32.64948094
838,10599,CC(C)=CC(=O)C,98.14299999999999,1.1956,1,0,1,7,0,0,0,27.39,18.334,30.798000000000002,11.677999999999999,0,0,6,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,98.146,0,0,17,0,7,0,1,0,0,1,0,1,0,0,0,0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,98.14399999999999,3.608,321.022,264.485,41.925,14.612,0.0,479.533,0.0,2.0,0.0271425,0.0,0.9229455,12.534,3.069,4.467,2.6260000000000003,1.24,-0.941,-0.22899999999999998,-2.8489999999999998,3965.755,0.175,2193.156,-2.145,10.054,0.12300000000000001,2.0,-0.5670000000000001,3.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,57.09602882
839,10600,[O-]C(=O)C[C@@H](C)CC,115.1503,0.9234,0,0,3,8,1,1,0,48.885,26.0,28.7434,11.757,0,0,6,0,0,0,11,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,5,115.15337,0,0,19,1,8,0,1,1,0,1,0,3,0,0,0,-1,7.0,0.0,0.0,1.0,0.0,3.0,0.0,-1.0,116.16,6.456,332.785,232.989,99.796,0.0,0.0,509.0,1.0,2.0,0.0818956,0.0060098999999999994,0.9264319999999999,12.29,3.97,6.787999999999999,3.972,1.401,-0.7190000000000001,-0.828,-0.915,283.88,-0.392,161.321,-3.071,10.776,-1.14,1.0,-0.652,3.0,79.054,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.416926792999999
840,10601,CC(=O)OCC(CC)CC,144.2114,2.1253,2,0,5,10,0,0,0,37.893,24.0,40.3588,16.177,0,0,8,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,144.21552,0,0,26,0,10,0,1,0,0,1,0,5,0,0,0,0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,144.213,3.11,418.785,356.532,62.253,0.0,0.0,656.2739999999999,0.0,2.0,0.0147422,0.0,0.8720962,17.542,4.572,5.922999999999999,2.238,2.1719999999999997,-2.455,-1.208,-3.602,2544.242,-0.223,1357.4089999999999,-2.283,11.148,-1.011,0.0,-0.182,3.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.6391279780000003
841,10602,O=COCc1ccccc1,136.1479,1.5258,2,0,3,10,0,0,1,48.842,25.666999999999998,37.9534,18.090999999999998,0,0,8,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,136.15176,0,1,18,0,10,0,1,0,0,1,1,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,136.15,2.945,354.777,58.825,94.88799999999999,201.06400000000002,0.0,548.6,0.0,2.0,0.0158075,0.0,0.9135085999999999,16.437,5.425,6.192,4.115,1.818,-1.683,-1.396,-3.89,1247.599,-0.315,628.342,-2.3680000000000003,9.85,-0.033,1.0,-0.409,3.0,93.006,0.0,0.0,2.0,0.0,0.0,6.0,0.0,6.0,0.0,10.0,15.79801303
